assignee_name,fyear,patnum
sun electric corporation,1981.0,1
sun electric corporation,1986.0,1
sun electric u.k. limited,1996.0,3
sun electric u.k. limited,1997.0,1
sun oil company,1970.0,1
sun oil company,1971.0,1
suncall corporation,2007.0,1
sundance enterprises inc.,2011.0,1
sundram fasteners limited,2005.0,1
sundstrand corp.,1987.0,2
sundstrand corporation,1973.0,1
sundstrand corporation,1980.0,1
sundstrand corporation,1981.0,1
sundstrand corporation,1982.0,1
sundstrand corporation,1983.0,1
sundstrand corporation,1988.0,3
sundstrand corporation,1991.0,2
sundstrand corporation,1993.0,1
sundstrand corporation,1997.0,1
"sunitomo (sei) brake systems, inc.",2001.0,1
sunnybrook & women's college health sciences centre,1998.0,1
sunotyx incorporated,1991.0,1
"sunpex technology co., ltd.",2004.0,2
"sunpex technology co., ltd.",2005.0,1
"sunpower, inc.",1997.0,1
"sunpower, inc.",1998.0,1
sunrise medical hhg inc.,1998.0,1
sunrise medical hhg inc.,2000.0,1
sunrise medical hhg inc.,2003.0,1
"sunrise medical hhg, inc.",2006.0,1
"sunrise medical hhg, inc.",2008.0,1
"sunrise medical, inc.",1998.0,1
sunstate mobility corp.,1993.0,1
"super drive, inc.",2003.0,1
"super shops, inc.",1979.0,1
"super shops, inc.",1981.0,1
"supercooler, llc",2006.0,1
supercritical combustion corporation,2001.0,1
"superior air flow technologies, inc.",2003.0,1
"superior diesel, inc.",2010.0,1
"superior industries, inc.",1974.0,1
suquet; jaime,1990.0,1
"sur-fire, inc.",1986.0,1
surface igniter llc,2010.0,1
"surfango, inc.",2007.0,1
surgevest limited,1990.0,1
suroff; leonard w.,1983.0,1
sustainable energy technology development trust,2007.0,1
"susumu co., ltd.",1992.0,1
"sutabiraiza company, limited",1985.0,1
sutherland; iris jean carrington,1976.0,1
"suwa electric wire co., ltd.",1974.0,1
suzuki corporation,1992.0,1
"suzuki industry co., ltd.",1975.0,1
suzuki jidosha kogyo kabushiki kaisha,1968.0,1
suzuki jidosha kogyo kabushiki kaisha,1980.0,2
suzuki jidosha kogyo kabushiki kaisha,1981.0,5
suzuki jidosha kogyo kabushiki kaisha,1982.0,10
suzuki jidosha kogyo kabushiki kaisha,1983.0,1
suzuki jidosha kogyo kabushiki kaisha,1984.0,2
suzuki jidosha kogyo kabushiki kaisha,1985.0,6
suzuki jidosha kogyo kabushiki kaisha,1986.0,1
suzuki jidosha kogyo kabushiki kaisha,1987.0,3
suzuki jidosha kogyo kabushiki kaisha,1988.0,4
suzuki jidosha kogyo kabushiki kaisha,1989.0,12
suzuki jidosha kogyo kabushiki kaisha,1990.0,12
suzuki jidosha kogyo kabushiki kaisha,1992.0,1
suzuki jidosha kogyo kabushiki kisha,1990.0,1
suzuki jodosha kogyo kabushiki kaisha,1985.0,1
suzuki kabushiki kaisha,1991.0,2
suzuki kabushiki kaisha,1992.0,2
suzuki kabushiki kaisha,1993.0,2
suzuki kabushiki kaisha,1995.0,1
suzuki kabushiki kaisha,1996.0,6
suzuki kabushiki kaisha,1997.0,4
suzuki kabushiki kaisha,1998.0,8
suzuki kabushiki kaisha,1999.0,7
suzuki kabushiki kaisha,2000.0,9
suzuki kabushiki kaisha,2001.0,11
suzuki kabushiki kaisha,2002.0,2
suzuki kabushiki kaisha,2003.0,2
suzuki kabushiki kaisha,2004.0,5
suzuki kabushiki kaisha,2005.0,5
suzuki kabushiki kaisha,2006.0,2
suzuki kabushiki kaisha,2007.0,3
suzuki kabushiki kaisha,2008.0,3
suzuki kabushiki kaisha,2009.0,1
suzuki kogyo kabushiki kaisha,1981.0,1
"suzuki motor co., ltd.",1984.0,1
"suzuki motor co., ltd.",1985.0,4
suzuki motor company limited,1981.0,1
suzuki motor company limited,1983.0,2
suzuki motor company limited,1986.0,1
suzuki motor corp.,1993.0,1
suzuki motor corporation,1990.0,2
suzuki motor corporation,1991.0,7
suzuki motor corporation,1992.0,8
suzuki motor corporation,1993.0,10
suzuki motor corporation,1994.0,7
suzuki motor corporation,1995.0,6
suzuki motor corporation,1996.0,4
suzuki motor corporation,1997.0,19
suzuki motor corporation,1998.0,27
suzuki motor corporation,1999.0,23
suzuki motor corporation,2000.0,24
suzuki motor corporation,2001.0,28
suzuki motor corporation,2002.0,15
suzuki motor corporation,2003.0,12
suzuki motor corporation,2004.0,13
suzuki motor corporation,2005.0,6
suzuki motor corporation,2006.0,3
suzuki motor corporation,2007.0,5
suzuki motor corporation,2008.0,7
suzuki motor corporation,2009.0,4
suzuki motor corporation,2010.0,5
suzuki motor corporation,2011.0,10
suzuki motor corporation,2012.0,11
suzuki motor corporation,2013.0,8
svenska rotor maskiner ab,1986.0,1
svenska rotor maskiner aktiebolag,1972.0,1
svenska rotor maskiner aktiebolag,1975.0,1
"sweetheart plastics, inc.",1974.0,1
swissauto engineering s.a.,1997.0,1
swissauto engineering s.a.,1998.0,4
swissauto engineering s.a.,2003.0,2
swissauto powersport llc,2010.0,1
sxoma-energie,1984.0,1
sycon corporation,1988.0,1
synchro-start,1988.0,1
"synchrotek, inc.",1999.0,1
syncro corporation,1971.0,1
syncro corporation,1972.0,1
syncro corporation,1973.0,2
syncro corporation,1974.0,1
syncro corporation,1976.0,1
syncro corporation,1987.0,1
syndyne corporation,1969.0,1
"synerject, llc",2000.0,2
"synerject, llc",2001.0,2
"synerject, llc",2009.0,2
"synerject, llc",2010.0,1
"synerject, llc",2011.0,1
syntex (u.s.a.) inc.,1980.0,1
syntroleum corporation,2011.0,1
syntroleum corporation,2013.0,1
syracuse university,2008.0,1
"systematics, inc.",1973.0,1
"systematics, inc.",1975.0,1
systemes moteurs (sas),2008.0,1
systemes moteurs (sas),2010.0,1
systemes moteurs (societe par actions simplifiee),2011.0,1
"systemmatics, inc.",1970.0,1
syva company,1979.0,1
"t&d machine products, inc.",2007.0,1
t&n technology limited,1989.0,1
t&n technology limited,1991.0,1
t&n technology limited,1992.0,2
t&n technology limited,1994.0,1
t&w manufacturing corp.,1970.0,1
"t. rad co., ltd.",2002.0,1
t.baden hardstaff ltd.,2008.0,1
"t.rad co., ltd.",2005.0,1
"t.rad co., ltd.",2007.0,1
"t3 motion, inc.",2012.0,1
taaut s.r.l. gmbh,2005.0,1
"tachi-s co., ltd.",1999.0,1
tacquet; maurice,1997.0,1
tada; hideyo,1990.0,1
"tag co., ltd.",1995.0,1
taggart; charles w.,1980.0,1
"taiho kogyo co., ltd.",1997.0,1
"taiho kogyo co., ltd.",2003.0,1
"taiho kogyo co., ltd.",2004.0,1
"taiwan an i co., ltd.",2004.0,1
"taiwan an i co., ltd.",2005.0,1
"taiwan atv industrial co., ltd.",2002.0,1
takagi sangyo kabushiki kaisha,1974.0,1
takahashi; nobuo,1993.0,1
takano corporation,1990.0,1
"takeuchi mfg. co., ltd",2007.0,1
talbert fuel systems inc.,1998.0,1
"talbert fuel systems, inc.",1989.0,1
"talleres diesel, s.a.",1976.0,1
"talley industries, inc.",1970.0,1
"tama manufacturing co., limited",1981.0,1
"tanaka kogyo co., ltd.",1998.0,1
"tanaka kogyo co., ltd.",1999.0,1
"tanaka kogyo company, ltd.",1982.0,1
"tanaka machine industries co., ltd.",1986.0,1
"tanaka seimitsu kogyo co., ltd.",1999.0,1
"tanaka seimitsu kogyo co., ltd.",2001.0,1
"tanaka seimitsu kogyo co., ltd.",2005.0,1
"tanaka seimitsu kogyo co., ltd.",2006.0,1
"tanaka seimitsu kogyo co., ltd.",2009.0,1
tanner electronic systems technology inc.,1971.0,1
tanner electronics systems technology,1974.0,1
"tas distributing co., inc.",1997.0,1
tatsumi corporation,1998.0,1
tauer; jason,2003.0,1
"taylor mechanicals, incorporated",1995.0,1
tcg unitech aktiengesellschaft,1998.0,3
tcg unitech aktiengesellschaft,1999.0,2
tcg unitech aktiengesellschaft,2000.0,5
tcg unitech aktiengesellschaft,2001.0,1
tcg united aktiengesellschaft,1998.0,1
"tci automotive, l.l.c.",2000.0,1
"tci automotive, llc",2001.0,3
tcm corporation,2001.0,1
tdk corporation,1988.0,1
tdk corporation,1989.0,1
team holdings (uk) limited,2004.0,1
team holdings limited,2002.0,1
team orion europe sa,2005.0,1
team orion europe sa,2006.0,1
tecalemit limited,1976.0,1
tech development inc.,1983.0,1
tech development inc.,1988.0,1
"tech development, inc.",1992.0,1
tech. telesis ltd.,1989.0,1
techlusion corporation,2005.0,2
technar incorporated,1980.0,1
technar incorporated,1982.0,1
technar incorporated,1984.0,1
"technar, inc.",1980.0,1
"technar, inc.",1981.0,1
"techniphase industries, inc.",1998.0,1
technoflow tube-systems gmbh,1993.0,1
technoflow tube-systems gmbh,1994.0,3
technological research association of highly reliable marine propulsion,1985.0,2
technology application services corporation,1979.0,1
"technology development associates, inc.",1988.0,1
"technology holdings, inc.",1998.0,1
"technology holdings, inc.",2000.0,1
technology licensing company,1997.0,1
technology licensing company,1998.0,1
techspace aero s.a.,2005.0,1
techtronic outdoor products technology limited,2008.0,2
techtronic outdoor products technology limited,2009.0,1
techtronic outdoor products technology limited,2010.0,1
tecnomare s.p.a.,1988.0,1
tecogen inc.,1992.0,1
"tecogen, inc.",1991.0,1
"tecogen, inc.",2006.0,1
"tecsyn, inc.",1995.0,1
"tectonics companies, inc.",1991.0,1
"tectonics companies, inc.",1992.0,1
tecumseh power company,2006.0,1
tecumseh power company,2007.0,1
tecumseh products company,1969.0,1
tecumseh products company,1970.0,1
tecumseh products company,1971.0,1
tecumseh products company,1972.0,1
tecumseh products company,1973.0,1
tecumseh products company,1974.0,1
tecumseh products company,1975.0,3
tecumseh products company,1976.0,2
tecumseh products company,1977.0,2
tecumseh products company,1978.0,2
tecumseh products company,1979.0,3
tecumseh products company,1980.0,3
tecumseh products company,1981.0,4
tecumseh products company,1982.0,2
tecumseh products company,1983.0,2
tecumseh products company,1984.0,3
tecumseh products company,1985.0,6
tecumseh products company,1986.0,3
tecumseh products company,1987.0,4
tecumseh products company,1988.0,3
tecumseh products company,1989.0,13
tecumseh products company,1990.0,5
tecumseh products company,1991.0,7
tecumseh products company,1992.0,6
tecumseh products company,1993.0,1
tecumseh products company,1994.0,1
tecumseh products company,1996.0,2
tecumseh products company,1997.0,3
tecumseh products company,1998.0,2
tecumseh products company,1999.0,3
tecumseh products company,2000.0,10
tecumseh products company,2001.0,5
tecumseh products company,2002.0,7
tecumseh products company,2003.0,13
tecumseh products company,2004.0,5
tecumseh products company,2005.0,3
tecumseh products company,2006.0,4
teftec corporation,1996.0,2
"teikoku piston ring co., ltd.",1983.0,1
"teikoku piston ring co., ltd.",1991.0,2
"teikoku piston ring co., ltd.",1992.0,3
"teikoku piston ring co., ltd.",1995.0,1
"teikoku piston ring co., ltd.",1997.0,1
"teikoku piston ring co., ltd.",1999.0,1
"teikoku piston ring co., ltd.",2005.0,1
"teikoku piston ring co., ltd.",2006.0,2
"teikoku piston ring co., ltd.",2007.0,1
"teikoku piston ring co., ltd.",2009.0,1
"teikoku piston ring, co., ltd.",1998.0,1
"teipi industry co., ltd.",1999.0,1
"teipi industry co., ltd.",2005.0,1
"teipi industry co., ltd.",2006.0,2
telcefo security products ab,1977.0,1
teldix gmbh,1969.0,2
teledyne industries,1979.0,1
"teledyne industries, inc.",1970.0,3
"teledyne industries, inc.",1971.0,2
"teledyne industries, inc.",1972.0,2
"teledyne industries, inc.",1973.0,1
"teledyne industries, inc.",1974.0,4
"teledyne industries, inc.",1975.0,2
"teledyne industries, inc.",1976.0,4
"teledyne industries, inc.",1977.0,1
"teledyne industries, inc.",1978.0,1
"teledyne industries, inc.",1979.0,2
"teledyne industries, inc.",1980.0,1
"teledyne industries, inc.",1981.0,2
"teledyne industries, inc.",1984.0,3
"teledyne industries, inc.",1985.0,4
"teledyne industries, inc.",1988.0,1
"teledyne industries, inc.",1990.0,2
"teledyne industries, inc.",1997.0,1
"teledyne industries, inc.",1998.0,2
teledyne technologies incorporated,1998.0,3
teledyne technologies incorporated,2001.0,1
teleflex canada inc.,2002.0,1
teleflex canada inc.,2004.0,1
teleflex canada limited partnership,2002.0,1
teleflex incorporated,1999.0,6
teleflex incorporated,2000.0,2
teleflex incorporated,2001.0,1
telefunken electronic gmbh,1981.0,1
telefunken electronic gmbh,1982.0,3
telefunken electronic gmbh,1983.0,1
telefunken electronic gmbh,1984.0,1
telefunken electronic gmbh,1990.0,1
telefunken electronic gmbh,1991.0,2
telekinetic inc.,2002.0,1
temco contact ltd.,1971.0,1
temic automotive electric motors gmbh,2000.0,1
temic automotive electric motors gmbh,2005.0,1
"temic automotive of north america, inc.",2004.0,1
"temic automotive of north america, inc.",2005.0,2
temic telefunken microelectronic gmbh,1994.0,1
temic telefunken microelectronic gmbh,1996.0,1
temic telefunken microelectronic gmbh,1997.0,1
temic telefunken microelectronic gmbh,1998.0,5
temic telefunken microelectronic gmbh,1999.0,1
temic telefunken microelectronic gmbh,2000.0,1
temic telefunken microlectronic gmbh,1998.0,1
tempel steel company,2012.0,1
tempetro international limited,1979.0,1
templet industries incorporated,1976.0,1
"tendik development, llc",2006.0,1
"tendix development, llc",2006.0,3
tennant company,1979.0,2
tennant n.v.,2009.0,1
tenneco automotive operating company inc.,2007.0,1
tenneco automotive operating company inc.,2008.0,1
tenneco automotive operating company inc.,2009.0,2
tenneco automotive operating company inc.,2010.0,1
tenneco automotive operating company inc.,2011.0,1
tenneco inc.,1969.0,2
tennex corporation,1998.0,1
tennex corporation,1999.0,1
tennex corporation,2000.0,2
tennex europe limited,1996.0,1
terex corporation,1990.0,1
terex mhps gmbh,2010.0,1
terralogix inc.,2000.0,1
terry industries,1974.0,1
terry; d. a.,1980.0,1
terrytune developments limited,1974.0,1
terumo corporation,1986.0,1
"tesla capital, llc",2003.0,1
"tesla motors, inc.",2007.0,1
"tesla motors, inc.",2009.0,1
"tesla motors, inc.",2010.0,6
"tesla motors, inc.",2011.0,3
"tesla motors, inc.",2012.0,2
"tesla motors, inc.",2013.0,1
tesma engine technologies,2003.0,1
tesma international inc.,1999.0,1
tesma international inc.,2002.0,1
tesma international inc.,2003.0,2
tesma motgoren-und getriebetechnik gmbh,2004.0,1
tesma motoren und getriebetechnik,2000.0,1
tesma motoren-und getriebetechnik ges. m.b.h,1998.0,1
tesma motoren-und getriebetechnik ges.m.b.h,1999.0,1
tesma motoren-und getriebtechnik gmbh,2004.0,1
testo ag,2008.0,1
"tetrahedron associates, incorporated",1972.0,1
"tetros innovations, llc",2007.0,2
teves-thompson gmbh,1970.0,1
teves-thompson gmbh,1982.0,1
tewig gmbh technische entwicklungs-gesellschaft,1988.0,1
"tex, inc.",2000.0,1
texaco development corporation,2000.0,1
texaco inc.,1970.0,2
texaco inc.,1971.0,2
texaco inc.,1972.0,4
texaco inc.,1973.0,3
texaco inc.,1974.0,9
texaco inc.,1975.0,3
texaco inc.,1976.0,2
texaco inc.,1977.0,2
texaco inc.,1978.0,3
texaco inc.,1979.0,1
texaco inc.,1980.0,2
texaco inc.,1981.0,4
texaco inc.,1982.0,2
texaco inc.,1984.0,1
texaco inc.,1991.0,1
texaco inc.,2000.0,1
texaco inc.,2002.0,1
texaco ovonic hydrogen systems llc,2003.0,1
"texaco, inc.",1972.0,1
"texaco, inc.",1980.0,1
"texas ignitors company, inc.",1988.0,1
"texas instruments holland, b.v.",1995.0,1
texas instruments incorporated,1973.0,2
texas instruments incorporated,1975.0,2
texas instruments incorporated,1976.0,2
texas instruments incorporated,1977.0,1
texas instruments incorporated,1978.0,1
texas instruments incorporated,1980.0,5
texas instruments incorporated,1981.0,2
texas instruments incorporated,1982.0,2
texas instruments incorporated,1983.0,4
texas instruments incorporated,1984.0,2
texas instruments incorporated,1985.0,1
texas instruments incorporated,1986.0,1
texas instruments incorporated,1987.0,3
texas instruments incorporated,1988.0,2
texas instruments incorporated,1989.0,2
texas instruments incorporated,1990.0,5
texas instruments incorporated,1991.0,4
texas instruments incorporated,1992.0,1
texas instruments incorporated,1993.0,2
texas instruments incorporated,1994.0,1
texas instruments incorporated,1995.0,2
texas instruments incorporated,2010.0,1
texas instruments japan limited,1992.0,1
textron inc.,1971.0,1
textron inc.,1972.0,1
textron inc.,1973.0,1
textron inc.,1974.0,1
textron inc.,1977.0,1
textron inc.,1984.0,1
textron inc.,1986.0,1
textron inc.,1987.0,1
textron inc.,1993.0,2
textron inc.,1994.0,1
textron inc.,1995.0,2
textron inc.,1997.0,1
textron inc.,2002.0,3
textron inc.,2003.0,3
textron inc.,2004.0,1
textron inc.,2005.0,1
textron inc.,2006.0,1
textron inc.,2011.0,1
"textron inc.,",1973.0,1
textron limited,2001.0,1
"textron lycoming, a division of avco corporation",2002.0,1
"textron, inc.",1969.0,2
"textron, inc.",1970.0,1
"textron, inc.",1972.0,2
"textron, inc.",1973.0,1
"textron, inc.",1974.0,1
"textron, inc.",1978.0,1
"textron, inc.",1983.0,1
"textron, inc.",1989.0,2
"textron, inc.",1993.0,1
"textron, inc.",1997.0,1
"textron, inc.",2007.0,1
"tfs, inc.",1985.0,1
"tfs, inc.",1987.0,1
"tfs, inc.",1988.0,1
"tfs, inc.",1989.0,1
"tfs, inc.",1991.0,1
"tgi, inc.",2004.0,1
"tgi, inc.",2005.0,1
"tgi, inc.",2007.0,2
tgs innovations lp,2006.0,1
"tgs innovations, lp",2004.0,1
thagard technology company,1976.0,1
thales,2006.0,2
thales,2007.0,1
thales,2009.0,1
thales,2011.0,1
thatcher; arthur k.,1972.0,1
thatcher; arthur k.,1978.0,2
thatcher; arthur k.,1980.0,1
"thawzall, llc.",2011.0,1
thayer; daniel c.,2011.0,1
the agency of industrial science and technology,1976.0,1
the agency of industrial science and technology,1977.0,1
the american university of baku,1998.0,1
the associated octel company limited,2002.0,1
the babcock & wilcox company,1997.0,1
the barber-colman company,1998.0,1
the bendix corporation,1970.0,2
the bendix corporation,1971.0,7
the bendix corporation,1972.0,16
the bendix corporation,1973.0,17
the bendix corporation,1974.0,14
the bendix corporation,1975.0,11
the bendix corporation,1976.0,11
the bendix corporation,1977.0,25
the bendix corporation,1978.0,50
the bendix corporation,1979.0,18
the bendix corporation,1980.0,26
the bendix corporation,1981.0,16
the bendix corporation,1982.0,13
the bendix corporation,1983.0,3
the birmingham small arms company limited,1969.0,1
"the board of regents, the university of texas system",2007.0,1
"the board of regents, university of oklahoma",2005.0,1
the board of trustees of leland stanford junior university,1976.0,1
the board of trustees of the university of alabama,2009.0,1
the board of trustees of the university of illinois,1996.0,1
"the boc group, inc.",1988.0,1
the boeing company,1975.0,1
the boeing company,1977.0,2
the boeing company,1978.0,1
the boeing company,1982.0,1
the boeing company,1984.0,1
the boeing company,1985.0,1
the boeing company,1986.0,1
the boeing company,1987.0,1
the boeing company,1989.0,1
the boeing company,1991.0,1
the boeing company,1995.0,1
the boeing company,1997.0,1
the boeing company,2000.0,1
the boeing company,2003.0,3
the boeing company,2004.0,2
the boeing company,2005.0,4
the boeing company,2006.0,1
the boeing company,2007.0,1
the boeing company,2008.0,2
the boeing company,2009.0,1
the boeing company,2010.0,1
the boeing company,2011.0,3
the boeing company,2012.0,2
the british motor corporation limited,1969.0,1
the british steel piling company limited,1971.0,1
the broken hill proprietary company limited,1989.0,1
the budd company,1978.0,1
the budd company,1979.0,1
the budd company,1980.0,1
the budd company,1981.0,1
the budd company,1987.0,2
the budd company,1988.0,1
the budd company,1993.0,1
the center for innovative technology,1992.0,1
the cessna aircraft company,1974.0,2
the cessna aircraft company,1985.0,1
the cessna aircraft company,1986.0,1
the cessna aircraft company,1990.0,1
the cessna aircraft company,1991.0,1
the cessna aircraft company,1995.0,1
the cessna aircraft company,1996.0,1
the cessna aircraft company,1997.0,1
the chemithon corporation,1981.0,1
"the coleman company, inc.",1973.0,1
the commonwealth of australia,1984.0,1
"the consortium for technology licensing, ltd.",2000.0,1
"the continental group, inc.",1975.0,1
the deaccelerator corporation,1989.0,1
the dow chemical company,1976.0,1
the dow chemical company,1978.0,1
the dow chemical company,1991.0,1
the east ohio gas company,1970.0,1
the echlin manufacturing company,1976.0,1
the economy engine company,1971.0,1
the economy engine company,1977.0,1
the economy engine company,1978.0,1
the economy engine company,1979.0,2
the economy engine company,1981.0,1
the energy research and development corporation,1995.0,2
the falk corporation,1971.0,1
the ferry cap & set screw co.,1970.0,1
the ferry cap & set screw company,1974.0,1
the ferry cap & set screw company,1978.0,1
the ferry cap & set screw company,1982.0,1
the ferry cap set screw company,1973.0,1
the ford motor company,1972.0,1
the foreitas engine company,1973.0,1
the french state,1975.0,1
the fuel genie corporation,2003.0,1
the garrett corporation,1970.0,1
the garrett corporation,1974.0,1
the garrett corporation,1975.0,4
the garrett corporation,1980.0,3
the garrett corporation,1981.0,2
the garrett corporation,1982.0,3
the garrett corporation,1983.0,2
the garrett corporation,1984.0,1
the gasifier corporation,1996.0,1
the gasket king,1999.0,1
the gates corporation,1997.0,1
the gates corporation,2001.0,2
the gates corporation,2002.0,1
the gates corporation,2004.0,2
the gates corporation,2005.0,1
the gates corporation,2006.0,2
the gates corporation,2007.0,1
the glacier metal company limited,1995.0,1
the glacier metal company limited,1996.0,1
"the goodman system company, inc.",1980.0,3
"the goodman system company, inc.",1981.0,2
"the goodman systems, inc.",1979.0,1
the hay-mar corporation,1976.0,1
"the henley group, inc.",1986.0,1
"the henley group, inc.",1987.0,1
the institute of gas technology,1971.0,1
the institute of gas technology,1972.0,1
"the invention fund i, llc",2007.0,1
the invention science fund i llc,2009.0,1
the invention science fund i llc,2013.0,2
"the invention science fund i, llc",2007.0,2
"the invention science fund i, llc",2009.0,3
"the invention science fund i, llc",2010.0,2
"the invention science fund i, llc",2011.0,1
the jacobs manufacturing company,1972.0,1
the jacobs manufacturing company,1978.0,1
the jacobs manufacturing company,1979.0,1
the jacobs manufacturing company,1981.0,2
the jacobs manufacturing company,1984.0,1
the jacobs manufacturing company,1985.0,3
the jacobs manufacturing company,1986.0,2
the jacobs manufacturing company,1987.0,1
the jacobs mfg. company,1980.0,1
the jacobs mfg. company,1982.0,1
the jacobs mfg. company,1983.0,1
"the japan research institute, limited",2011.0,1
the japan tobacco & salt public corporation,1975.0,1
the johns hopkins university,2012.0,1
"the kansai electric power co., inc.",2006.0,1
"the kearney living trust, dated",1997.0,1
the klane corporation,1980.0,1
the laitram corporation,1985.0,1
the lubrizol corporation,1976.0,1
the lubrizol corporation,1983.0,1
the lubrizol corporation,1997.0,1
the lubrizol corporation,1998.0,1
the lubrizol corporation,2000.0,3
the lubrizol corporation,2002.0,1
the lubrizol corporation,2003.0,3
the lubrizol corporation,2004.0,1
the lubrizol corporation,2009.0,1
the lubrizol corporation,2010.0,1
the lucas electrical company limited,1973.0,3
the lucas electrical company limited,1974.0,8
the lucas electrical company limited,1975.0,2
the lucas electrical company limited,1976.0,2
the lucas electrical company limited,1978.0,2
the lucas electrical company ltd.,1974.0,2
the maclean-fogg company,2002.0,1
the maclean-fogg company,2005.0,1
the magnavox company,1976.0,1
"the magnetizer group, inc.",1996.0,1
"the magnetizer group, inc.",1998.0,1
the mitre corporation,1998.0,1
the nason company,1996.0,1
the nippon air brake co. ltd.,1972.0,1
"the nippon air brake co., ltd.",1971.0,1
"the nycal company, inc.",1969.0,1
the ohio state university,1971.0,1
the ohio state university,1995.0,2
the ohio state university,2002.0,1
the ohio state university,2007.0,1
the ohio state university research foundation,2002.0,1
"the penray companies, inc.",2002.0,1
the plasmatronics company,1975.0,1
the plessey company limited,1970.0,3
the prime mover company,1986.0,1
the procter & gamble company,2000.0,1
the queen's university of belfast,1984.0,1
the queen's university of belfast,1990.0,1
the queens university of belfast,1979.0,1
"the raymond lee organization, inc.",1971.0,1
"the raymond lee organization, inc.",1972.0,2
"the raymond lee organization, inc.",1973.0,3
"the raymond lee organization, inc.",1975.0,4
"the raymond lee organization, inc.",1976.0,1
the regents of the univeristy of michigan,2009.0,1
the regents of the university of california,1989.0,2
the regents of the university of california,1996.0,2
the regents of the university of california,1997.0,1
the regents of the university of california,1998.0,1
the regents of the university of california,2000.0,5
the regents of the university of california,2001.0,3
the regents of the university of california,2002.0,1
the regents of the university of california,2003.0,2
the regents of the university of california,2009.0,1
the regents of the university of michigan,1993.0,1
the regents of the university of michigan,2007.0,1
the regents of the university of michigan,2008.0,2
the regents of the university of michigan,2009.0,1
the regents of the university of michigan,2011.0,2
the rexroth corporation,1997.0,1
"the saginaw valley institute of materials, inc.",1995.0,1
the saskatchewan research council,2012.0,1
the scientific research foundation,1977.0,1
the scott & fetzer company,1978.0,1
"the scuderi group, llc",2006.0,1
the secretary of state for defence in her britanic majesty's government,1975.0,1
the secretary of state for defence in her britannic majesty's government,1978.0,1
the secretary of state for defense,1971.0,1
the secretary of state for industry in her britannic majesty's,1976.0,1
the secretary of state for industry in her britannic majesty's,1981.0,1
the secretary of state for trade and industry in her britannic majesty's,1986.0,1
the spastics society,1972.0,1
the spastics society,1987.0,1
the standard oil company,1988.0,1
the standard oil company,1990.0,1
the standard products company,1972.0,1
the swatch group management services ag,1998.0,1
the swatch group management services ag,1999.0,1
the swatch group management services ag,2000.0,1
the texas a&m university system,1994.0,1
the texas a&m university system,2002.0,1
the timken company,2002.0,1
the timken company,2004.0,1
the timken company,2006.0,1
the timken company,2007.0,1
the titan corporation,2003.0,1
the toro company,1974.0,2
the toro company,1980.0,1
the toro company,1982.0,2
the toro company,1983.0,1
the toro company,1990.0,1
the toro company,2000.0,1
the toro company,2006.0,1
the torrington company,1977.0,1
the torrington company,1980.0,1
the torrington company,1987.0,2
the torrington company,1990.0,1
the torrington company,1991.0,1
the torrington company,1992.0,1
the torrington company,1993.0,4
the torrington company,1994.0,3
the torrington company,1996.0,1
the torrington company,1998.0,1
the torrington company,1999.0,1
the trustees of columbia university in the city of new york,1988.0,1
the trustees of columbia university in the city of new york,1989.0,1
the trustees of princeton university,1996.0,1
the turbo genset company limited,2000.0,1
the united sates of america as represented by the secretary of the army,1977.0,1
the united states of america as represented by the administration of the u.s. environmental protection agency,2003.0,1
the united states of america as represented by the administrator of the,1974.0,2
the united states of america as represented by the administrator of the,1975.0,3
the united states of america as represented by the administrator of the,1976.0,1
the united states of america as represented by the administrator of the,1977.0,1
the united states of america as represented by the administrator of the,1979.0,1
the united states of america as represented by the administrator of the,1981.0,1
the united states of america as represented by the administrator of the,1982.0,2
the united states of america as represented by the administrator of the,1986.0,1
the united states of america as represented by the administrator of the,1988.0,2
the united states of america as represented by the administrator of the,1995.0,4
the united states of america as represented by the administrator of the,1996.0,1
the united states of america as represented by the administrator of the,1997.0,4
the united states of america as represented by the administrator of the,1999.0,1
the united states of america as represented by the administrator of the environmental protection agency,1999.0,1
the united states of america as represented by the administrator of the environmental protection agency,2000.0,3
the united states of america as represented by the administrator of the environmental protection agency,2002.0,1
the united states of america as represented by the administrator of the environmental protection agency,2003.0,2
the united states of america as represented by the administrator of the environmental protection agency,2009.0,1
the united states of america as represented by the administrator of the national aeronautics and space administration,2000.0,1
the united states of america as represented by the administrator of the national aeronautics and space administration,2005.0,1
the united states of america as represented by the administrator of the national aeronautics and space administration,2006.0,1
the united states of america as represented by the administrator of the u.s. enviromental protection agency,2001.0,1
the united states of america as represented by the administrator of the u.s. environmental protection agency,2001.0,1
the united states of america as represented by the administrator of the u.s. environmental protection agency,2007.0,1
the united states of america as represented by the administrator of the u.s. environmental protection agency,2008.0,4
the united states of america as represented by the administrator of the united states environmental protection agency,1999.0,2
the united states of america as represented by the administrator of the united states environmental protection agency,2001.0,1
the united states of america as represented by the administrator of the united states environmental protection agency,2002.0,1
the united states of america as represented by the administrator of the united states environmental protection agency,2003.0,1
the united states of america as represented by the administrator of the united states environmental protection agency,2004.0,1
the united states of america as represented by the administrator of the united states environmental protection agency,2005.0,1
"the united states of america as represented by the administrator, u.s.",1995.0,1
the united states of america as represented by the department of energy,1995.0,1
