assignee_name,fyear,inv_name
piaggio & c. s.p.a.,1987.0,5
piaggio veicoli europei s.p.a.,1990.0,2
piaggio veicoli europei s.p.a.,1992.0,4
piaggio veicoli europei s.p.a.,1993.0,3
piaggio veicoli europei s.p.a.,1994.0,1
piaggio veicoli europei s.p.a.,1995.0,1
piaggio veicoli europei s.p.a.,1996.0,4
piaggio&c. s.p.a.,2003.0,5
"pic switches, inc.",1999.0,1
pierburg ag,1996.0,19
pierburg ag,1997.0,4
pierburg ag,1998.0,12
pierburg ag,1999.0,3
pierburg ag,2000.0,5
pierburg aktiengesellschaft,1997.0,20
pierburg aktiengesellschaft,2000.0,6
pierburg gmbh,1987.0,8
pierburg gmbh,1989.0,3
pierburg gmbh,1991.0,15
pierburg gmbh,1992.0,2
pierburg gmbh,1995.0,9
pierburg gmbh,2001.0,12
pierburg gmbh,2002.0,8
pierburg gmbh,2003.0,5
pierburg gmbh,2004.0,18
pierburg gmbh,2005.0,19
pierburg gmbh,2006.0,10
pierburg gmbh,2007.0,9
pierburg gmbh,2008.0,12
pierburg gmbh,2009.0,6
pierburg gmbh & co kg,1976.0,3
pierburg gmbh & co kg,1982.0,12
pierburg gmbh & co kg,1984.0,4
pierburg gmbh & co. k.g.,1984.0,6
pierburg gmbh & co. kg,1977.0,8
pierburg gmbh & co. kg,1978.0,8
pierburg gmbh & co. kg,1979.0,10
pierburg gmbh & co. kg,1981.0,5
pierburg gmbh & co. kg,1982.0,5
pierburg gmbh & co. kg,1985.0,6
"pierburg gmbh & co., kg",1979.0,1
"pierburg gmbh & co., kg",1982.0,12
"pierburg gmbh & co., kg",1983.0,6
"pierburg gmbh & co., kg.",1981.0,2
"pierburg, gmbh",2002.0,1
pierburgh gmbh,2005.0,3
pierburgh gmbh & co. kg,1978.0,2
"pierce governor company, inc.",1968.0,1
piezocryst advanced sensorics gmbh,2007.0,4
pifer; george m.,2008.0,2
"pilot industries, inc.",1993.0,2
pinhas ben-tzvi,2007.0,3
pinhas ben-tzvi,2010.0,1
"pinnacle cng systems, llc",1994.0,4
"pinnacle cng systems, llc",1995.0,2
"pinnacle engines, inc.",2009.0,5
"pinnacle engines, inc.",2010.0,21
"pinnacle engines, inc.",2011.0,18
"pinnacle engines, inc.",2013.0,7
piolax inc.,1997.0,6
piolax inc.,2005.0,4
"piolax, inc.",1995.0,5
"piolax, inc.",2005.0,3
pioneer corporation,2001.0,4
pioneer corporation,2002.0,2
pioneer corporation,2009.0,1
pioneer corporation,2010.0,4
pioneer/eclipse corporation,1995.0,2
pioneer/eclipse corporation,1996.0,2
piper aircraft corporation,1972.0,2
piper f.m. limited,1976.0,1
piper fm limited,1982.0,4
piper fm limited,1986.0,5
piper-mechadyne limited,1988.0,6
pisano; robert r.,1994.0,3
pischinger; franz,1980.0,6
pischinger; franz,1981.0,8
"piston powered products a division of rw technologies, inc.",1977.0,2
"piston powered products, inc.",1988.0,1
"pit bull products, inc.",2006.0,4
pittsburgh activated carbon company,1970.0,2
pivotal engineering limited,2006.0,4
pivotal engineering limited c/o mace engineering ltd.,1994.0,3
planetarische motoren ag,1997.0,2
planetary rotor engine company,2009.0,6
"plant oil powered diesel fuel systems, inc.",2009.0,2
plantan; ronald s.,1991.0,2
plasma igniter llc,2010.0,4
"plasmadrive, inc.",2004.0,1
"plasmadrive, inc.",2005.0,6
"plasmadrive, inc.",2007.0,1
plasmatronics company,1976.0,2
"platinum plus, inc.",1991.0,4
"platinum plus, inc.",1994.0,2
pleasurecraft marine engine co.,1995.0,3
pleasurecraft marine engine co.,1997.0,2
plessey handel und investments a.g.,1972.0,8
plessey handel und investments ag,1976.0,2
plessey handel und investments ag,1977.0,26
plessey handel und investments ag,1979.0,3
pletschacher; christine,1999.0,1
plextex limited,1994.0,4
plishner; paul j.,2005.0,1
plunkett; william o.,1976.0,2
pneumo corporation,1979.0,1
pneumofore s.p.a.,1988.0,1
"pneumotor, inc.",1989.0,3
poehlmann anwendungstechnik gmbh & co. kg,1989.0,2
"point-man aeronautics, l.l.c.",2004.0,2
"point-man aeronautics, llc",2005.0,2
"point-man aeronautics, llc",2009.0,4
polaris industries inc.,1997.0,1
polaris industries inc.,1998.0,22
polaris industries inc.,1999.0,6
polaris industries inc.,2001.0,2
polaris industries inc.,2002.0,4
polaris industries inc.,2004.0,25
polaris industries inc.,2005.0,8
polaris industries inc.,2006.0,8
polaris industries inc.,2008.0,1
polaris industries inc.,2009.0,7
polaris industries inc.,2010.0,9
polaris industries inc.,2012.0,44
polaris industries inc.,2013.0,2
polaris industries l.p.,1990.0,54
polaris industries l.p.,1992.0,4
polaris industries l.p.,1993.0,2
polaris industries l.p.,1995.0,6
"polaris industries, inc.",1985.0,6
polaroid corporation,1973.0,1
"polestar, ltd.",2004.0,2
poliauto di pietro parietti & c. s.n.c.,1988.0,2
politechnika karkowska,1974.0,5
politechnika krakowska,1975.0,1
politechnika krakowska,1984.0,6
politechnika poznanska,1977.0,51
politechnikawarszawski,1988.0,27
"pollution control auto parts, inc.",1988.0,2
"pollution control, inc.",1974.0,6
pollution free power corp.,1972.0,3
polska akademia nauk instytut podstawowych problemow techniki,1988.0,27
poly systems pty ltd,2006.0,1
poly systems pty ltd,2009.0,1
polytec automotive gmbh & co. kg,2007.0,3
polytec plastics germany gmbh & co. kg,2009.0,42
pomezia s.r.l.,1995.0,2
"pony pack, inc.",1987.0,1
poppe & potthoff gmbh,2009.0,4
"popular science publishing company, inc.",1970.0,1
porsche ag,1976.0,4
porsche ag,2000.0,6
porsche ag; dr. ing. h.c. f.,2007.0,2
porsche aktiengesellschaft,1985.0,3
porsche antiegesellschaft,1987.0,1
porter-cable corporation,1997.0,11
porter-cable corporation,1998.0,2
posh; david raymond,2000.0,2
posh; raymond c.,2000.0,2
"post, iii; james w.",1993.0,1
"potoroka, sr.; walter",1991.0,2
"potoroka, sr.; walter",1992.0,2
"potters industries, inc.",1978.0,1
"pottery trading usa, inc.",2006.0,1
pow-r-tools corporation,1998.0,1
"power & energy, inc.",2008.0,1
"power drives, inc",2008.0,6
power group international corp.,1987.0,1
"power parts, inc.",1995.0,4
power plus corporation,1992.0,1
power plus corporation,2000.0,4
"power research & development, inc.",1973.0,4
"power solutions international, inc.",2013.0,3
power source technologies,2004.0,8
"power source technologies, inc.",2005.0,8
"power source technologies, inc.",2006.0,8
"power source technologies, inc.",2008.0,10
"power systems mfg, llc",2003.0,2
"power systems mfg., llc",2008.0,20
"power-d, inc.",1979.0,1
power-one as,2004.0,2
"powergen international pty, ltd.",2004.0,5
"powerhouse diesel services, inc.",1995.0,1
powerlight corporation,2000.0,2
powerlight corporation,2001.0,3
powermate corporation,2004.0,6
"powervantage engines, inc.",2002.0,2
ppv-verwaltungs-ag,1992.0,1
pradom limited,1988.0,3
prather; charles v.,1970.0,1
pratt & whitney canada corp,2011.0,3
pratt & whitney canada corp.,2001.0,5
pratt & whitney canada corp.,2003.0,3
pratt & whitney canada corp.,2006.0,6
pratt & whitney canada corp.,2007.0,2
pratt & whitney canada corp.,2008.0,5
pratt & whitney canada corp.,2009.0,4
pratt & whitney canada corp.,2011.0,19
pratt & whitney canada corp.,2012.0,4
pratt & whitney canada inc.,1988.0,1
"praxair technology, inc.",2001.0,6
"praxair technology, inc.",2002.0,2
"precision combustion, inc.",1997.0,9
precision drilling technology services group inc.,2002.0,2
precision engine controls corporation,1993.0,2
precision engine controls corporation,2009.0,4
precision engine products corp.,1995.0,3
"precision governors, inc.",1990.0,5
"precision national plating services, inc.",1987.0,2
precision products group,1999.0,7
precision products group,2001.0,14
"precision products group, inc.",2001.0,7
precision screw machine company,1984.0,2
"precision tune, inc.",1990.0,3
prelube corporation,1976.0,1
preservation holdings limited,2000.0,3
preservation holdings limited,2003.0,2
"pressure specialist, inc",2006.0,1
prestel; michael,2000.0,2
prestolite electric incorporated,1989.0,1
prestolite electric incorporated,1990.0,3
"prestolite performance, llc",2008.0,4
prestolite wire corporation,1990.0,6
preston; birgit k.,1970.0,1
preston; robert d.,1997.0,1
preston; victoria,1997.0,1
prestone products corporation,1995.0,7
prestone products corporation,1996.0,4
"pride health care, inc.",1996.0,3
pride mobility products corporation,1999.0,3
pride mobility products corporation,2001.0,4
pride mobility products corporation,2002.0,7
pride mobility products corporation,2003.0,4
pride mobility products corporation,2004.0,11
pride mobility products corporation,2005.0,5
pride mobility products corporation,2006.0,5
pride mobility products corporation,2007.0,2
pride mobility products corporation,2010.0,6
"pride mobility products, corporation",1996.0,3
"pride mobility products, corporation",1998.0,8
"pride mobility products, corporation",2001.0,3
priest; david l.,1981.0,1
priest; harold l.,1981.0,1
priest; michael g.,1981.0,1
primavis s.r.l.,2010.0,3
prime manufacturing corp.,1997.0,4
"prime mover international, llc",2006.0,9
"primearth ev energy co., ltd.",2010.0,4
pro-staff fuels ltd.,1986.0,4
pro-staff overload enterprises limited,1984.0,4
"probir chatterjea & associates, inc.",2001.0,2
procal,1991.0,2
procedes vernet,1987.0,4
"procurenet, inc.",1999.0,4
"procyon power systems, inc.",1997.0,6
"procyon power systems, inc.",1999.0,6
prodatek corporation,1982.0,10
prodatek corporation,1985.0,4
product design & manufacturing corp.,1968.0,1
"production operators, inc.",1972.0,2
"production operators, inc.",1997.0,3
production technology inc.,1971.0,3
"production tube company, inc.",1971.0,1
"products, inc.",1973.0,1
prof.dr.dr.h.c. hans list,1983.0,6
progress rail services corp,2011.0,1
"proinjects, l.l.c.",2007.0,4
"prok performance enterprises, inc.",1995.0,2
proliance international inc.,2003.0,1
proliance international inc.,2004.0,2
proliance international inc.,2006.0,1
"proliance international, inc.",2003.0,2
"proliance international, inc.",2007.0,1
promac corporation,1977.0,6
prometheus engineering b.v.,2002.0,8
"propane carburetion company, inc.",1983.0,2
"propane carburetion systems, inc.",1982.0,10
"propane carburetion systems, inc.",1983.0,6
"propane carburetion systems, inc.",1984.0,6
"propane carburetion systems, inc.",1985.0,4
propel partnership 1987,1990.0,4
"proprietary technology, inc.",1987.0,4
"proprietary technology, inc.",1990.0,1
propulsion machinery corporation,1973.0,1
protacio; alfredo c.,1980.0,10
protacio; alfredo c.,1982.0,10
protanium b.v.,2008.0,1
protean electric limited,2012.0,2
proterra inc.,2009.0,20
proton energy systems,2002.0,4
"proton energy systems, inc.",2003.0,4
prufrex engineering e motion gmbh & co. kg,2010.0,2
prufrex-electro-apparatebau,1989.0,4
"prufrex-electro-apparatebau inh. helga muller, geb. dutschke",1990.0,8
"prufrex-electro-apparateubau, inh. helga muller, geb dutschke",2002.0,2
"prufrex-elektro-apparatebau inh helga muller, geb. dutschke",2001.0,3
prufrex-elektro-apparatebau inh. helga muller geb. dutschke,1990.0,3
prufrex-elektro-apparatebau inh. helga muller geb. dutschke,1991.0,3
"prufrex-elektro-apparatebau inh. helga muller, geb. dutschke",1990.0,2
"prufrex-elektro-apparatebau inh. helga muller, geb./dutschke",1987.0,3
"prufrex-elektro-apparatebau inh. helga muller, geb./dutschke",1990.0,2
"prufrex-elektro-apparatebau, inh. helga muller geb dutschke",2005.0,2
"prufrex-elektro-apparatebau, inh. helga muller, geb dutschke",2008.0,6
"prufrex-elektro-apparatebau, inh. helga muller, geb. dutschke",2002.0,2
"prufrex-elektro-apparatebau, inh. helga muller, geb. dutschke",2008.0,12
"prufrex-elektro-apparatebau, inh. helga muller. geb dutschke",2001.0,2
psi performance,1997.0,2
"pti technologies, inc.",2002.0,4
"public service marine, inc.",1988.0,2
pugachev; alexandr vasilievich,1992.0,8
pulsar corporation,1981.0,3
"pulsco, inc.",2008.0,9
pulse electronics gmbh,2005.0,4
pulse gmbh,2005.0,1
pulse linear developments pty ltd,2002.0,2
pulso catalytic superchargers,1993.0,1
pulso catalytic superchargers corporation,1988.0,1
purdue research foundation,1982.0,8
purdue research foundation,1985.0,3
purdue research foundation,1986.0,2
purem abgassystem gmbh & co.kg,2002.0,1
purification sciences inc.,1978.0,4
purification sciences inc.,1979.0,5
purification sciences inc.,1980.0,6
"purification sciences, inc.",1980.0,2
purkey's electrical consulting,2001.0,1
"purkey's fleet electrics, inc.",1996.0,9
purolator products company,1998.0,2
purpose company limited,2010.0,3
pyroban limited,1977.0,2
pyroil canada,1995.0,1
pyroil canada,1996.0,2
"pyrotek enterprises, inc.",1999.0,2
q-tre pty ltd,1996.0,6
qintessential concepts limited,1995.0,3
quadratics inc.,1974.0,2
"quality research, development & consulting, inc.",1998.0,1
"quality research, development & consulting, inc.",1999.0,1
"quanta systems, inc.",1973.0,2
quantum energy technologies,1998.0,4
quantum energy technologies,1999.0,6
"quantum fuel systems technologies worldwide, inc.",2000.0,4
quebec inc.,2003.0,4
quebec inc.,2008.0,1
"quest technologies, inc.",1990.0,5
"questair technologies, inc.",2001.0,12
questek manufacturing corporation,1998.0,1
quester corporation,1972.0,2
questor corporation,1972.0,2
quickie designs inc.,1992.0,1
quickie designs inc.,1994.0,1
"quik-change int'l., l.l.c.",1999.0,10
"quik-change international, llc",2000.0,12
quinsee; michael j.,1984.0,3
quisenberry; j. l.,1972.0,2
"qwest communications international, inc.",1998.0,3
r & d associates,1978.0,21
r & d machma inc.,2010.0,4
"r k w industries, inc.",1986.0,2
r p & m engines,1985.0,2
"r p & m engines, inc.",1986.0,2
"r p & m engines, inc.",1987.0,2
r. a. lister & company limited,1976.0,4
r. dale pelfrey,2012.0,4
r. e. phelan company inc.,1970.0,2
"r. e. phelon co., inc.",1996.0,3
"r. e. phelon co., inc.",1997.0,1
r. e. phelon company,1983.0,3
"r. e. phelon company, inc.",1969.0,8
"r. e. phelon company, inc.",1970.0,6
"r. e. phelon company, inc.",1974.0,16
"r. e. phelon company, inc.",1975.0,2
"r. e. phelon company, inc.",1978.0,3
"r. e. phelon company, inc.",1979.0,7
"r. e. phelon company, inc.",1981.0,5
"r. e. phelon company, inc.",1983.0,1
"r. e. phelon company, inc.",1984.0,5
"r. e. phelon company, inc.",1989.0,2
"r. e. phelon company, inc.",1990.0,3
"r. e. phelon company, inc.",1993.0,2
"r. e. phelon company, inc.",1995.0,4
"r. e. phelon company, inc.",2003.0,6
"r. e. phelon company, incorporated",1982.0,1
"r. e. phelon company, incorporated",1984.0,2
"r. e. phelon-company, inc.",1978.0,1
"r. h. sheppard co., inc.",2003.0,6
r. p. m. industries,1987.0,2
"r. sanderson management, inc.",1999.0,9
"r. sanderson management, inc.",2000.0,15
"r. sanderson management, inc.",2003.0,2
"r. sanderson management, inc.",2004.0,15
"r. sanderson management, inc.",2006.0,6
"r. sanderson managment, inc.",2000.0,9
"r. strnad enterprises, llc",1997.0,1
"r.e. phelon co., inc.",1997.0,7
"r.e. phelon company, inc.",1997.0,1
"r.e. phelon company, inc.",2001.0,2
"r.e. phelon company, inc.",2002.0,2
"r.e. phelon company, inc.",2006.0,18
r.f. societa consortile per azioni,2001.0,4
r.n.l.i. (trading) limited,1980.0,9
"r.p.m. industries, inc.",1988.0,3
"rabbit tool u.s.a., inc.",2000.0,1
rabhi; vianney,2009.0,8
rabhi; vianney,2011.0,12
"race research, inc.",1977.0,1
"racine railroad products, inc.",1996.0,2
"racor industries, inc.",1975.0,2
"racor industries, inc.",1983.0,1
"radiator robot, inc.",1990.0,2
"radius x, llc",2009.0,2
raffesberger; raymond a.,2006.0,4
ragain; w. parker,1996.0,2
railpower technologies corp.,2005.0,1
"railpower, llc",2007.0,1
"raincor, inc.",1985.0,1
rainer; bessie a.,1981.0,1
ram automotive company,1984.0,7
ram automotive company,1986.0,9
"ram enterprises, incorporated",1971.0,1
"ram pushrods, inc.",1991.0,1
"ram-z, inc.",1979.0,2
ramirez development corporation,1981.0,2
ramostar corporation,1968.0,2
ramsey corporation,1978.0,3
"ran-z, inc.",1977.0,7
ranco incorporated,1971.0,2
ranco incorporated,1972.0,2
ranco incorporated,1974.0,1
ranco incorporated,1975.0,1
ranco incorporated,1983.0,1
ranco incorporated,1984.0,1
ranco incorporated of delaware,2003.0,8
randall; peter,2008.0,2
ranger all season corp.,1991.0,2
ransomes america corporation,1994.0,2
ransomes america corporation,1995.0,2
"rapids defrost system, inc.",1996.0,2
rare earth technologies,1992.0,1
rare industries inc.,2003.0,2
rau; g.,1976.0,2
raval a.c.s. ltd.,2005.0,3
raval a.c.s. ltd.,2008.0,5
raviv precision injection molding,2000.0,6
ravor usa llc,2003.0,2
"ray barton racing engines, inc.",1997.0,2
ray zager & company,1992.0,1
ray zager & company,1993.0,2
raychem corporation,1983.0,2
raychem corporation,1984.0,4
raychem corporation,1985.0,6
raychem corporation,1986.0,4
raychem corporation,1990.0,4
raychem corporation,1991.0,2
"raymond international builders, inc.",1983.0,2
raytheon company,2009.0,4
raytheon company,2010.0,4
"raytheon sarcos, llc",2005.0,2
rca corporation,1971.0,1
rca corporation,1976.0,8
rca corporation,1977.0,2
rca corporation,1978.0,5
rca corporation,1980.0,4
rca corporation,1982.0,2
rca corporation,1983.0,1
rca corporation,1985.0,3
rcv engines limited,2001.0,3
rcv engines limited,2003.0,1
rcv engines limited,2004.0,3
rcv engines limited,2010.0,13
"rd millennium solutions, ltd.",2004.0,2
rdg inventions corporation,1988.0,4
"re-tech, inc.",1992.0,3
realm industries,2008.0,4
"rearden, llc",2005.0,1
reavis; robert e.,1976.0,2
"reddy, trustee; thomas j.",1976.0,1
rederiaktiebolaget nordstjernan,1973.0,1
rederiaktiebolaget nordstjernan,1979.0,2
redskin engines company,1972.0,1
rees; john douglas,1981.0,3
"reeves brothers, inc.",1988.0,2
regenic corporation,1985.0,2
regents of the university of california,1989.0,6
regents of the university of california,1991.0,3
regents of the university of michigan,1990.0,2
regents of the university of michigan,1991.0,11
regents of the university of michigan,1993.0,12
regents of the university of michigan,1994.0,6
regents of the university of minnesota,1982.0,2
regents of the university of minnesota,1984.0,3
regents of the university of minnesota,2005.0,2
"regi u.s., inc.",1994.0,6
regie nationale des usines renault,1969.0,3
regie nationale des usines renault,1970.0,8
regie nationale des usines renault,1971.0,10
regie nationale des usines renault,1972.0,8
regie nationale des usines renault,1973.0,31
regie nationale des usines renault,1974.0,22
regie nationale des usines renault,1975.0,37
regie nationale des usines renault,1976.0,14
regie nationale des usines renault,1977.0,4
regie nationale des usines renault,1978.0,24
regie nationale des usines renault,1979.0,7
regie nationale des usines renault,1980.0,23
regie nationale des usines renault,1981.0,19
regie nationale des usines renault,1982.0,6
regie nationale des usines renault,1983.0,17
regie nationale des usines renault,1984.0,28
regie nationale des usines renault,1985.0,10
regie nationale des usines renault,1986.0,18
regie nationale des usines renault,1987.0,10
regie nationale des usines renault,1988.0,4
regie nationale des usines renault,1989.0,3
regie nationale des usines renault,1992.0,6
regie nationale des usines renault,1993.0,1
regie nationale des usines renault,1994.0,6
regie nationale des usines renault billoncourt,1971.0,4
regie nationale des usines renault s.a.,1991.0,4
regie nationale des usines renault s.a.,1993.0,6
regie nationale des usines renault s.a.,1994.0,10
regie nationale des usines renault s.a.,1996.0,2
regie nationale des usiness renault,1991.0,4
regie natonale des usines renault,1984.0,6
"rehabilitation research of evansville, inc.",2010.0,2
reich kg,2007.0,3
"reichert, jr.; marvion e.",1984.0,4
reid; harvey marshall,1984.0,16
reinmiller; j. russell,1977.0,1
reinz-dichtungs gmbh,2005.0,20
reinz-dichtungs-gmbh,2007.0,1
reinz-dichtungs-gmbh,2009.0,3
"relia diagnostic systems, llc",2003.0,14
reliance electric industrial company,1997.0,1
"reliance electric technologies, llc",2006.0,1
rem technology inc.,2007.0,3
rem technology inc.,2009.0,3
rem technology inc.,2012.0,1
"rem technology, inc.",2000.0,6
"rem technology, inc.",2006.0,10
"rem technology, inc.",2010.0,16
remote automation & control electronics inc.,1987.0,1
remote products inc.,1997.0,1
remy inc.,2004.0,3
remy technologies llc,2010.0,3
remy technologies llc,2011.0,4
"remy technologies, l.l.c.",2008.0,3
"remy technologies, l.l.c.",2011.0,4
"remy technologies, llc",2010.0,3
"remy technologies, llc",2012.0,5
renaissance motor works co.,1993.0,4
renault,1996.0,14
renault,1998.0,9
renault,1999.0,18
renault,2000.0,6
renault s. a. s.,2005.0,3
renault s. a. s.,2009.0,8
renault s.a.s,2005.0,2
renault s.a.s.,2002.0,11
renault s.a.s.,2003.0,19
renault s.a.s.,2004.0,21
renault s.a.s.,2005.0,11
renault s.a.s.,2006.0,45
renault s.a.s.,2007.0,27
renault s.a.s.,2008.0,137
renault s.a.s.,2009.0,41
renault s.a.s.,2010.0,34
renault s.a.s.,2012.0,4
renault s.a.s. societe par actions simplifiee,2003.0,54
renault s.a.s. societe par actions simplifiee,2004.0,33
renault s.a.s. societe par actions simpliflee,2004.0,8
renault sa,2000.0,12
renault sa,2002.0,28
renault sa,2003.0,3
renault sas,2009.0,6
renault sport,1980.0,3
renault sport,2001.0,2
renault sport technologies,2006.0,6
renault trucks,2004.0,1
renault trucks,2005.0,11
renault trucks,2006.0,11
renault trucks,2007.0,15
renault trucks,2009.0,2
renault trucks,2010.0,2
renault trucks,2011.0,8
renault trucks,2012.0,2
renault trulles,2006.0,2
renault v.l.,2004.0,2
renault vehicules industriels,1979.0,1
renault vehicules industriels,1980.0,6
renault vehicules industriels,1981.0,5
renault vehicules industriels,1982.0,5
renault vehicules industriels,1983.0,10
renault vehicules industriels,1991.0,2
renault vehicules industriels,1994.0,1
renault vehicules industriels,1995.0,6
renault vehicules industriels,2000.0,1
renault vehicules industries,1982.0,3
renault vi,1999.0,1
renegade motors international pty ltd.,2005.0,2
renesas electronics america inc.,2010.0,3
renesas electronics corporation,2009.0,3
renesas electronics corporation,2011.0,3
renfro; julian c.,1971.0,2
renix electronique s.a.,1981.0,2
renk aktiengesellschaft,1999.0,2
renk aktiengesellschaft,2003.0,1
renk aktiengesellschaft,2004.0,1
renold plc,1984.0,6
rensselaer polytechnic institute,2001.0,2
repco research proprietary limited,1975.0,1
"repwell associates, inc.",1978.0,1
"repwell associates, inc.",1981.0,1
research corporation,1981.0,4
"resonance motors, inc.",1973.0,3
retsky; marvin,1986.0,2
return on investment corporation,1980.0,4
return on investment corporation,1983.0,4
reuter technologie gmbh,1979.0,5
revetec holdings limited,2007.0,6
revolution engine technologies pty ltd,1996.0,1
"rexar industries, inc.",1974.0,3
"rexecon international, inc.",2010.0,1
rexnord inc.,1986.0,2
reyhani design united services gmbh,2007.0,12
"reynolds & reynolds holdings, inc.",2003.0,12
reynolds metals company,1991.0,6
reynolds metals company,1996.0,2
"rfid options, llc",2008.0,1
rft s.p.a.,1989.0,1
rheinmetall landsysteme gmbh,2005.0,2
rheinstahl ag,1971.0,8
"rhino craft, inc.",1997.0,1
rho-con consultancy b.v.,2000.0,1
rhoads; jack l.,1974.0,2
rhone-poulenc chimie,1994.0,6
rhone-poulenc inc.,1994.0,2
ricardo & co. engineers (1927) limited,1970.0,1
ricardo & co. engineers (1927) ltd.,1974.0,4
"ricardo & co., engineers (1927) limited",1969.0,12
"ricardo & co., engineers (1927) limited",1971.0,2
"ricardo & co., engineers (1927) limited",1972.0,1
"ricardo & co., engineers (1927) limited",1975.0,3
"ricardo & co., engineers (1927) limited",1976.0,4
ricardo consulting engineers limited,1979.0,6
ricardo consulting engineers limited,1980.0,6
ricardo consulting engineers limited,1991.0,2
ricardo consulting engineers limited,1993.0,6
ricardo consulting engineers limited,1995.0,2
ricardo consulting engineers limited,1997.0,8
ricardo consulting engineers limited,1998.0,3
ricardo consulting engineers limited,1999.0,5
ricardo consulting engineers limited,2001.0,2
ricardo consulting engineers limited,2002.0,4
ricardo consulting engineers plc,1982.0,4
ricardo consulting engineers plc,1986.0,2
ricardo consulting engineers plc.,1985.0,4
ricardo group plc,1989.0,7
ricardo group plc,1990.0,6
ricardo inc.,2000.0,7
ricardo uk limited,2002.0,13
ricardo uk limited,2003.0,6
ricardo uk limited,2004.0,3
ricardo uk limited,2005.0,1
ricardo uk limited,2007.0,1
ricardo uk limited,2008.0,1
ricardo uk limited,2009.0,6
ricardo uk limited,2011.0,8
ricardo uk limted,2005.0,1
"ricardo, inc.",2002.0,4
"ricardo, inc.",2003.0,3
"ricardo, inc.",2004.0,6
"ricardo, inc.",2005.0,4
"ricardo, inc.",2006.0,1
"ricardo, inc.",2007.0,4
"rich ideas created-holding company, inc.",2007.0,1
richard van seenus nederland b.v.,1995.0,1
richter technology limited,1995.0,2
richwood creek pty ltd.,2006.0,4
ricor ltd.,2009.0,1
ride development company,2009.0,3
riello s.p.a.,2005.0,1
rieter technologies a.g.,2001.0,7
ringspann albrecht maurer k.g.,1977.0,2
riv-skf officine di villar perosa s.p.a.,1982.0,3
riv-skf officine di villar perosa s.p.a.,1985.0,16
"riv-skf officine di villar perosa, spa",1981.0,1
"riv-skf officine di villar perosa, spa",1984.0,2
"riv-skf officine di villar perosa, spa",1985.0,6
rival technologies inc.,2005.0,15
"rivera engineering, a california corporation",1996.0,3
"rivera engineering, inc.",1993.0,2
rkm rotationskolbenmaschinen,2004.0,6
rkm-rotationskolbenmaschinen gbr,2006.0,2
"rn industries trucking, inc.",2012.0,2
roanoke college,1987.0,1
robert b osch gmbh,1997.0,6
robert boach gmbh,1972.0,1
robert boach gmbh,1974.0,4
robert bosch,1970.0,2
robert bosch corporation,1998.0,24
robert bosch corporation,1999.0,32
robert bosch corporation,2000.0,34
robert bosch corporation,2001.0,16
robert bosch corporation,2002.0,8
robert bosch corporation,2003.0,12
robert bosch g.m.b.h.,1968.0,1
robert bosch g.m.b.h.,1969.0,38
robert bosch g.m.b.h.,1970.0,17
robert bosch g.m.b.h.,1971.0,9
robert bosch g.m.b.h.,1972.0,21
robert bosch g.m.b.h.,1973.0,157
robert bosch g.m.b.h.,1974.0,212
robert bosch g.m.b.h.,1975.0,189
robert bosch g.m.b.h.,1976.0,41
robert bosch gbmh,2002.0,7
robert bosch gmba,1968.0,2
robert bosch gmbh,1968.0,2
robert bosch gmbh,1969.0,56
robert bosch gmbh,1970.0,149
robert bosch gmbh,1971.0,148
robert bosch gmbh,1972.0,126
robert bosch gmbh,1973.0,85
robert bosch gmbh,1974.0,89
robert bosch gmbh,1975.0,106
robert bosch gmbh,1976.0,384
robert bosch gmbh,1977.0,487
robert bosch gmbh,1978.0,436
robert bosch gmbh,1979.0,578
robert bosch gmbh,1980.0,466
robert bosch gmbh,1981.0,612
robert bosch gmbh,1982.0,682
robert bosch gmbh,1983.0,372
robert bosch gmbh,1984.0,496
robert bosch gmbh,1985.0,573
robert bosch gmbh,1986.0,412
robert bosch gmbh,1987.0,357
robert bosch gmbh,1988.0,429
robert bosch gmbh,1989.0,455
robert bosch gmbh,1990.0,718
robert bosch gmbh,1991.0,354
robert bosch gmbh,1992.0,466
robert bosch gmbh,1993.0,338
robert bosch gmbh,1994.0,266
robert bosch gmbh,1995.0,370
robert bosch gmbh,1996.0,684
robert bosch gmbh,1997.0,454
robert bosch gmbh,1998.0,672
robert bosch gmbh,1999.0,913
robert bosch gmbh,2000.0,1022
robert bosch gmbh,2001.0,1595
robert bosch gmbh,2002.0,1651
robert bosch gmbh,2003.0,725
robert bosch gmbh,2004.0,517
robert bosch gmbh,2005.0,533
robert bosch gmbh,2006.0,559
robert bosch gmbh,2007.0,676
robert bosch gmbh,2008.0,857
robert bosch gmbh,2009.0,421
robert bosch gmbh,2010.0,301
robert bosch gmbh,2011.0,149
robert bosch gmbh,2012.0,95
robert bosch limitada,2008.0,25
robert bosch llc,2004.0,10
"robert bosch, g.m.b.h.",1972.0,3
"robert bosch, g.m.b.h.",1973.0,2
"robert bosch, gmbh",1970.0,3
"robert bosch, gmbh",1971.0,3
"robert bosch, gmbh",1972.0,6
"robert bosch, gmbh",1973.0,8
"robert bosch, gmbh",1995.0,1
"robert bosch, gmbh",1996.0,11
"robert bosch, gmbh",1997.0,6
"robert bosch, gmbh",2003.0,6
robert boseh gmbh,1971.0,8
robert bosh gmbh,2001.0,2
